Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity
24,24,24,,0,13,240,7,27.5,94.15
24,24,24,,0,9.4,280,7,27.5,94.15
24,24,24,,0,0,0,4,27.5,94.15
25.9,25.9,25.9,,0,5.4,290,10.3,45,88.57
,,,,0,,,,,
29,29,29,32.7,0,9.4,300,10.5,27.5,70.11
30,30,30,34.4,0,11.2,273,10.3,45,66.99
31,31,31,35.5,0,5.4,290,10.5,27.5,62.5
31,31,31,36.5,0,14.8,300,10.5,50,66.38
31.3,31.3,31.3,37.3,0,16.6,280,10.3,45,66.7
33,33,33,39.3,0,14.8,290,10.5,50,59.27
31,31,31,34.6,0,11.2,360,10.5,50,58.81
27.9,27.9,27.9,31.9,0,14.8,150,3,90,81.3
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,69,11.2,270,4,100,94.16
,,,,0,,,,,
24,24,24,,0,7.6,270,4,50,94.15
24.2,24.2,24.2,,2,9.4,260,5,66.6,98.02
24,24,24,,0,11.2,250,6,27.5,94.15
24,24,24,,0,3.6,,6,0,94.15
24,24,24,,2,0,0,6,50,94.15
24,24,24,,0,5.4,310,6,0,94.15
,,,,0,,,,,
24.2,24.2,24.2,,0,5.4,280,5,100,95.3
24,24,24,,0,7.6,280,5,27.5,94.15
24,24,24,,0,1.8,,4,27.5,94.15
25,25,25,,0,7.6,253,6,38.3,97.06
27,27,27,29.6,0,9.4,250,8,27.5,78.78
28,28,28,31.9,0,7.6,310,9,27.5,78.92
29,29,29,32.2,0,1.2,,9,45,67.73
31,31,31,35.5,0,1.8,,10.5,50,62.5
30,30,30,34.1,0,11.2,110,10.5,50,66.18
30.3,30.3,30.3,35.8,0,5,120,8.7,53.3,70.06
31,31,31,36.5,0,1.8,,10.5,50,66.38
31,31,31,34.6,0,18.4,250,9,50,58.81
25.7,25.7,25.7,,0.1,3.6,190,5,100,87.14
,,,,0,,,,,
,,,,0,,,,,
25.6,25.6,25.6,,2,0,,10,90,91.43
,,,,0,,,,,
26,26,26,,0,0,0,10.5,27.5,88.76
25.2,25.2,25.2,,0.2,0,0,10.3,51.6,92.71
25,25,25,,0,1.8,240,10.5,27.5,94.19
25,25,25,,0,1.8,,10,0,94.19
25.2,25.2,25.2,,0,0,0,10,45,94.2
25,25,25,,0,0,0,5,0,94.19
,,,,0,,,,,
24.7,24.7,24.7,,0,0,,5,60,96.47
,,,,0,,,,,
24,24,24,,0,0,0,1,27.5,100
25,25,25,,0,1.2,260,1,38.3,98.03
27,27,27,30.6,0,3.6,,2,27.5,88.84
29,29,29,33.6,0,7.6,240,7,50,74.47
30,30,30,35.4,0,2.4,,8,63.3,72.13
30,30,30,34.1,0,7.6,330,10.5,89,66.18
29,29,29,33.6,0,11.2,50,10.5,50,74.47
30.8,30.8,30.8,37.3,0,8,83,10,70,70.86
29,29,29,32.7,0,16.6,320,9,50,70.11
29,29,29,32,0,9.4,,8,50,65.98
25.4,25.4,25.4,,0,22.3,233,8,92.7,84.01
24,24,24,,0,13,220,6,89,94.15
25,25,25,,0,9.4,230,5,89,88.68
24.2,24.2,24.2,,2,6.8,193,7,92.7,94.16
25,25,25,,0,3.6,240,7,50,94.19
25,25,25,,0,5.4,290,7,50,94.19
25,25,25,,0,0,0,8,66.6,89.04
,,,,0,,,,,
24,24,24,,0,3.6,260,9,27.5,94.15
24,24,24,,0,9.4,263,9,45,93.58
24,24,24,,0,5.4,250,9,27.5,94.15
,,,,0,,,,,
23.2,23.2,23.2,,0,5.4,273,8,38.3,98.4
23,23,23,,0,5.4,280,8,27.5,94.11
,,,,0,,,,,
25,25,25,,0,11.2,270,3,31.7,89.57
26,26,26,,0,11.2,270,5,0,83.57
28,28,28,31.3,0,9.4,230,,30,74.3
29.9,29.9,29.9,33.4,0,11.2,280,8,31.7,64.3
31,31,31,35.5,0,9.4,290,10.5,27.5,62.5
30,30,30,35.1,0,16.6,80,8,50,70.29
30.2,30.2,30.2,34.9,0,9.4,110,8,63.3,67.16
31,31,31,36.5,0,7.6,150,10.5,50,66.38
29,29,29,32.7,0,20.5,130,6,50,70.11
25,25,25,,19,4.9,30,3,92.7,89.58
25,25,25,,0,7.6,40,8,50,94.19
25,25,25,,0,13,20,7,50,88.68
25,25,25,,6,12.4,313,6,63.3,89.76
25,25,25,,0,11.2,300,6,50,94.19
25,25,25,,0,3.6,280,8,50,94.19
24.3,24.3,24.3,,0.6,9.4,263,8,48.3,93.59
24,24,24,,0,11.2,270,10.5,27.5,94.15
24,24,24,,0,13,260,10.5,27.5,94.15
24,24,24,,0,11.8,263,10.3,48.3,94.34
,,,,0,,,,,
,,,,0,,,,,
24.1,24.1,24.1,,0,0,,6,60,95.87
24,24,24,,0,5.4,230,5,0,94.15
24,24,24,,0,0,0,5,0,94.15
25.9,25.9,25.9,,0,7.6,270,7,40,88.92
27,27,27,30.1,0,14.8,290,8,0,83.68
28,28,28,31.9,0,13,260,8,27.5,78.92
29.1,29.1,29.1,33.3,0,11.2,260,10.3,31.7,71.84
30,30,30,34.1,0,7.6,250,10.5,50,66.18
31,31,31,35.5,0,9.4,260,10.5,89,62.5
31.7,31.7,31.7,36.8,0,9.4,310,10.3,89.3,61.28
32,32,32,36.8,0,11.2,250,10.5,50,59.04
31,31,31,35.5,0,5.4,150,10.5,89,62.5
30,30,30,35.1,0,14.8,80,10.5,27.5,70.29
25,25,25,,0,5.4,150,3,50,94.19
27,27,27,30.6,0,0,0,8,89,88.84
27.8,27.8,27.8,31.7,29,2.4,,10.3,66.6,81.29
27,27,27,30.6,0,7.6,20,10.5,50,88.84
27,27,27,30.6,0,3.6,330,10.5,50,88.84
27,27,27,30.8,0,7.6,340,10.3,66.6,88.84
27,27,27,30.6,0,1.8,,10.5,27.5,88.84
27,27,27,30.1,0,9.4,320,10.5,27.5,83.68
26,26,26,,0,9.4,280,10.3,66.6,88.41
26,26,26,,0,5.4,270,10.5,27.5,88.76
,,,,0,,,,,
25.7,25.7,25.7,,0,9.4,260,8,100,93.66
25,25,25,,0,5.4,270,6,27.5,94.19
25,25,25,,0,3.6,230,4,50,94.19
25.9,25.9,25.9,,0,7.6,230,2,45,94.23
27,27,27,30.1,0,9.4,250,4,0,83.68
28,28,28,31.3,0,7.6,270,5,27.5,74.3
30,30,30,35.3,0,5.4,140,6,35,71.7
30,30,30,35.1,0,9.4,110,6,27.5,70.29
30,30,30,35.1,0,5.4,80,7,27.5,70.29
31.2,31.2,31.2,38,0,13,70,7,38.3,69.41
27,27,27,29.6,0,7.6,270,4,27.5,78.78
27,27,27,29.2,0,16.6,10,7,50,74.14
27.3,27.3,27.3,30.2,0.3,16.6,250,5,63.3,78.82
,,,,0,,,,,
,,,,0,,,,,
26,26,26,,0,9.4,250,7,66.6,84.92
25,25,25,,0,5.4,260,7,27.5,88.68
25,25,25,,0,7.6,280,8,27.5,94.19
25.2,25.2,25.2,,0,5.4,290,8,38.3,92.89
25,25,25,,0,7.6,270,8,27.5,94.19
25,25,25,,0,11.2,270,7,27.5,94.19
25,25,25,,0,7.6,250,8,38.3,89.58
25,25,25,,0,11.2,250,8,27.5,88.68
24,24,24,,0,5.4,250,8,27.5,94.15
24.2,24.2,24.2,,0,11.2,280,8,63.3,95.49
24,24,24,,0,5.4,280,6,27.5,94.15
24,24,24,,0,5.4,270,4,27.5,94.15
25.9,25.9,25.9,,0,9.4,260,5,31.7,84.4
28,28,28,31.3,0,3.6,,8,27.5,74.3
30,30,30,34.1,0,9.4,280,10.5,0,66.18
31,31,31,34.8,0,18.4,260,10,35,59.78
32,32,32,36.8,0,16.6,250,10.5,27.5,59.04
32,32,32,37.9,0,11.2,290,10.5,27.5,62.71
32.7,32.7,32.7,38.7,0,14.8,290,10.3,38.3,59.8
34,34,34,40.6,0,14.8,270,10.5,50,56.05
32,32,32,36.8,0,18.4,320,4,50,59.04
25.2,25.2,25.2,,0,25.9,160,2,66.6,89.05
24,24,24,,0,14.8,140,2,50,88.6
,,,,0,,,,,
25.1,25.1,25.1,,0,2.4,,5,51.6,89.58
26,26,26,,0,5.4,310,5,27.5,88.76
,,,,0,,,,,
25.1,25.1,25.1,,2,3.6,310,4,51.6,94.2
25,25,25,,0,5.4,280,4,27.5,94.19
25,25,25,,0,5.4,280,5,27.5,94.19
25,25,25,,2,3.6,280,5,63.3,94.38
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,0,0,0,5,45,93.59
24,24,24,,0,7.6,280,5,27.5,94.15
24,24,24,,0,9.4,290,2,27.5,94.15
25.9,25.9,25.9,,11,14.8,260,6,40,88.75
28,28,28,31.9,0,11.2,260,8,27.5,78.92
29,29,29,32.7,0,9.4,260,8,27.5,70.11
31,31,31,35.9,0,14.8,187,9,38.3,63.78
31,31,31,35.5,0,14.8,270,10.5,50,62.5
31,31,31,35.5,0,13,290,10.5,50,62.5
32.1,32.1,32.1,37.2,0,17.2,280,10.3,60,59.43
30,30,30,35.1,0,13,210,8,50,70.29
28,28,28,31.9,0,7.6,,8,50,78.92
28,28,28,31.9,2,5.4,280,6.3,63.3,78.29
28,28,28,31.3,0,5.4,300,8,50,74.3
27,27,27,30.1,0,11.2,10,8,50,83.68
27.1,27.1,27.1,30.6,0.1,3.6,280,8,63.3,85.89
,,,,0,,,,,
26,26,26,,0,5.4,280,8,50,83.57
27,27,27,29.8,0,1.2,,8,48.3,81.67
26,26,26,,0,1.8,20,10,0,88.76
27,27,27,29.2,0,7.6,210,10,0,74.14
26,26,26,,0,0,0,10.3,31.7,80.26
25,25,25,,0,1.8,290,10,0,88.68
,,,,0,,,,,
25,25,25,,0,5.4,260,10,20,89.58
25,25,25,,0,7.6,240,10,0,88.68
25,25,25,,0,7.6,270,5,0,94.19
25.1,25.1,25.1,,0,5.4,250,5,60,92.52
27,27,27,29.6,0,7.6,220,7,27.5,78.78
29,29,29,33.6,0,3.6,,10.5,27.5,74.47
30.9,30.9,30.9,35.7,0,10.6,280,10.3,35,64.26
32,32,32,37.9,0,13,290,10.5,50,62.71
32,32,32,36.8,0,14.8,290,10.5,50,59.04
32.2,32.2,32.2,38,0,11.2,280,10.3,40,61.15
33,33,33,38.1,0,11.2,240,10.5,89,55.81
,,,,0,,,,,
24.2,24.2,24.2,,57,14.8,80,3,92.7,95.11
,,,,0,,,,,
26,26,26,,0,3.6,,10.5,50,88.76
25.9,25.9,25.9,,7,0,0,10.3,66.6,91.45
26,26,26,,0,0,0,10.5,50,94.23
26,26,26,,0,0,0,10.5,50,94.23
26.1,26.1,26.1,,0.3,0,0,10.3,66.6,94.61
26,26,26,,0,5.4,290,10.5,50,94.23
,,,,0,,,,,
26,26,26,,0,3.6,260,10.3,50,88.94
,,,,0,,,,,
,,,,0,,,,,
25.1,25.1,25.1,,0,0,,6,80,91.41
25,25,25,,0,0,0,6,27.5,94.19
,,,,0,,,,,
26,26,26,,0,5,300,2,25,88.75
27,27,27,30.1,0,7.6,220,3,27.5,83.68
29,29,29,33.6,0,5.4,250,4,27.5,74.47
31,31,31,34.9,0,1.2,,6,35,60.62
32,32,32,35.8,0,5.4,300,7,27.5,55.56
31,31,31,35.5,0,5.4,,7,50,62.5
31.3,31.3,31.3,36.2,0,9.4,127,7,38.3,62.07
,,,,0,,,,,
32,32,32,37.9,0,13,80,8,27.5,62.71
28.1,28.1,28.1,31.6,0,25.9,170,7,90,75.67
26,26,26,,0,9.4,350,6,50,83.57
26,26,26,,0,0,0,7,50,83.57
26,26,26,,1,8.8,27,6,63.3,85.61
26,26,26,,0,5.4,340,7,50,83.57
26,26,26,,0,7.6,270,7,50,88.76
25.7,25.7,25.7,,8,3,180,5,63.3,91.25
25,25,25,,0,5.4,260,5,50,94.19
25,25,25,,0,3.6,,4,50,94.19
25,25,25,,2,2.4,223,4,48.3,94.19
,,,,0,,,,,
,,,,0,,,,,
25,25,25,,0,3,257,6,48.3,93.63
25,25,25,,0,5.4,270,5,27.5,94.19
25,25,25,,0,0,0,4,27.5,94.19
26,26,26,,0,1.2,,5,45,90
30.1,30.1,30.1,34.3,0,1.8,,11,30,66.19
30,30,30,34.1,0,7.6,220,10.5,27.5,66.18
30.3,30.3,30.3,34.9,0,5.4,150,10.3,35,66.64
,,,,0,,,,,
31,31,31,35.5,0,9.4,120,10.5,50,62.5
31.4,31.4,31.4,37.5,0,11.2,40,10.3,60,66.33
32,32,32,39.2,0,14.8,60,10.5,27.5,66.58
32,32,32,36.8,0,16.6,40,10.5,27.5,59.04
31.2,31.2,31.2,38.1,0,14.8,90,10.3,45,69.68
30,30,30,36.2,0,13,110,10.5,50,74.63
27,27,27,30.1,0,16.6,120,6,89,83.68
26,26,26,,0,14.8,50,6,66.6,90.91
26,26,26,,0,1.8,120,7,50,94.23
26,26,26,,0,0,0,7,50,94.23
26.1,26.1,26.1,,0.4,7.6,270,6,66.6,93.86
26,26,26,,0,9.4,260,6,50,94.23
25,25,25,,0,3.6,260,7,50,100
25.4,25.4,25.4,,0.9,0,,7,100,95.34
25,25,25,,0,5.4,260,7,27.5,94.19
25,25,25,,0,7.6,280,7,27.5,94.19
25,25,25,,0,9.4,190,7,48.3,94.01
25,25,25,,0,5.4,250,6,50,94.19
,,,,0,,,,,
25.7,25.7,25.7,,9.6,0,,7,100,91.44
27,27,27,29.6,0,1.8,,8,0,78.78
29,29,29,33.6,0,0,0,10.5,27.5,74.47
30,30,30,35.6,0,5.4,80,10.3,38.3,71.72
30,30,30,34.1,0,9.4,130,10.5,50,66.18
30,30,30,36.2,0,13,70,10.5,50,74.63
29,29,29,33.9,0,1.2,,10.3,48.3,75.52
29,29,29,33.6,0,7.6,150,9,27.5,74.47
30,30,30,35.1,0,7.6,90,10.5,27.5,70.29
29.3,29.3,29.3,34.4,0,13,70,10.3,48.3,74.96
,,,,0,,,,,
29,29,29,33.6,0,9.4,70,7,27.5,74.47
29,29,29,34,0,11.2,50,7,66.6,75.97
25,25,25,,0,29.5,200,4,50,88.68
24,24,24,,0,14.8,180,3,50,94.15
25,25,25,,0.4,5.4,230,6,66.6,89.57
25,25,25,,0,5.4,250,7,27.5,94.19
25,25,25,,0,5.4,240,7,27.5,94.19
25,25,25,,0,0,0,8,48.3,93.63
25,25,25,,0,0,0,8,27.5,94.19
,,,,0,,,,,
25,25,25,,0,5.4,290,6,48.3,94.19
25,25,25,,0,5.4,250,6,27.5,94.19
25,25,25,,0,0,0,2,27.5,94.19
26,26,26,,0,0,0,2,31.7,97.09
28,28,28,31.9,0,1.8,,2,27.5,78.92
30,30,30,35.1,0,1.8,,4,27.5,70.29
30.3,30.3,30.3,36.6,0,5.4,130,5,31.7,73.21
,,,,0,,,,,
26,26,26,,0,5.4,80,5,50,83.57
30.9,30.9,30.9,35.8,5,3.6,330,6,38.3,64.64
30,30,30,35.1,0,11.2,90,7,27.5,70.29
30,30,30,36.2,0,13,90,7,27.5,74.63
27.6,27.6,27.6,30.8,0,13,310,6,66.6,77.3
24,24,24,,0,13,310,1,50,94.15
25,25,25,,0,11.2,290,3,50,94.19
25,25,25,,14,1.2,170,6,51.6,94.57
,,,,0,,,,,
26,26,26,,0,5.4,240,5,50,94.23
25.9,25.9,25.9,,0.6,0,0,4,51.6,94.23
,,,,0,,,,,
26,26,26,,0,3.6,270,5,50,94.23
24.4,24.4,24.4,,5,16.6,290,3,66.6,98.03
25,25,25,,0,1.8,300,4,50,100
,,,,0,,,,,
25.2,25.2,25.2,,0.4,0,0,2,51.6,98.62
25,25,25,,0,0,0,2,50,100
,,,,0,,,,,
25.9,25.9,25.9,,0,4.8,303,6,60,93.48
27,27,27,30.1,0,7.6,290,9,27.5,83.68
28,28,28,31.9,0,9.4,300,9,27.5,78.92
29,29,29,33.8,0,14.8,290,7,63.3,75.07
28,28,28,31.3,0,25.9,320,8,89,74.3
,,,,0,,,,,
26.7,26.7,26.7,,2,25.9,280,8,90,88.81
27,27,27,29.6,0,25.9,310,8,50,78.78
,,,,0,,,,,
26.1,26.1,26.1,,1,9.4,250,5,63.3,89.66
25,25,25,,0,7.6,240,2,50,94.19
25,25,25,,0,11.2,260,5,50,94.19
25,25,25,,3,7.6,250,5,63.3,89.58
,,,,0,,,,,
25,25,25,,0,0,0,8,27.5,94.19
25,25,25,,0.4,0,0,8,51.6,93.25
,,,,0,,,,,
,,,,0,,,,,
25,25,25,,0,1.2,,10.3,45,90.11
,,,,0,,,,,
,,,,0,,,,,
24.9,24.9,24.9,,0,0,,8,80,92.5
24,24,24,,0,,,8,27.5,100
24,24,24,,0,3.6,220,4,50,100
25.8,25.8,25.8,,0,4.2,260,5,63.3,93.85
28,28,28,31.3,0,1.8,,8,50,74.3
28,28,28,31.9,0,3.6,,8,50,78.92
29.3,29.3,29.3,33.8,0,8.2,130,10.3,45,72.31
,,,,0,,,,,
29,29,29,33.6,0,5.4,120,8,50,74.47
30.3,30.3,30.3,35.6,0,9.4,60,10.3,63.3,69.37
30,30,30,34.1,0,11.2,50,10.5,50,66.18
,,,,0,,,,,
25.9,25.9,25.9,,18,3.6,167,5,92.7,94.79
27,27,27,30.6,0,0,0,7,50,88.84
28,28,28,33.6,0,0,,9,50,88.92
27,27,27,30.5,0.3,5,300,6,66.6,89.19
26,26,26,,0,0,0,8,50,94.23
26,26,26,,0,5.4,90,9,50,88.76
26.1,26.1,26.1,,7,3.6,70,7,92.7,93.86
26,26,26,,0,0,0,9,50,94.23
26,26,26,,0,0,0,9,27.5,94.23
25.3,25.3,25.3,,0.2,8.8,253,6,63.3,97.65
,,,,0,,,,,
25,25,25,,0,5.4,270,6,50,94.19
25,25,25,,0,2.4,280,6,48.3,93.82
25,25,25,,0,0,0,6,27.5,94.19
,,,,0,,,,,
25.9,25.9,25.9,,0,0,0,3,45,93.67
27,27,27,30.6,0,0,0,3,27.5,88.84
28,28,28,31.9,0,0,0,5,27.5,78.92
29,29,29,34.7,0,7.6,40,6,60,79.53
30,30,30,35.1,0,7.6,60,7,27.5,70.29
30,30,30,35.1,0,13,80,8,27.5,70.29
29.7,29.7,29.7,36.9,1,33.5,50,5,100,81.05
26,26,26,,0,5.4,140,8,50,83.57
27,27,27,30.1,0,3.6,,10.5,50,83.68
26.9,26.9,26.9,29.9,3,10.6,170,8,63.3,84.5
26,26,26,,0,5.4,140,8,50,88.76
26,26,26,,0,1.8,150,10.5,27.5,83.57
26,26,26,,0,0,0,10.3,51.6,88.94
,,,,0,,,,,
25,25,25,,0,0,0,10.5,27.5,94.19
25.1,25.1,25.1,,0,0,0,7,38.3,93.82
,,,,0,,,,,
25,25,25,,0,0,0,6,27.5,94.19
24.4,24.4,24.4,,0,0,0,5,38.3,98.42
,,,,0,,,,,
,,,,0,,,,,
24.3,24.3,24.3,,0,0,0,4,38.3,99.01
24,24,24,,0,0,0,4,27.5,100
24,24,24,,0,0,0,2,27.5,100
27,27,27,31.3,0,0,0,3,5,97.11
28,28,28,32.7,0,5.4,110,10.5,27.5,83.79
29,29,29,34.5,0,9.4,110,10.5,50,79.06
29.3,29.3,29.3,34.2,0,11.2,100,10.3,50,73.49
30,30,30,35.1,0,13,100,10.5,50,70.29
30,30,30,34.1,0,14.8,110,10.5,27.5,66.18
31,31,31,37.4,0,11.2,130,10.3,35,68.96
31,31,31,36.5,0,18.4,80,10.5,27.5,66.38
28,28,28,31.3,0,18.4,40,10.5,50,74.3
29,29,29,33,0,1.2,,10.3,45,70.83
29,29,29,32.7,0,11.2,80,10.5,27.5,70.11
29,29,29,33.6,0,11.2,70,10.5,27.5,74.47
28.3,28.3,28.3,32.6,0,11.2,100,10.3,45,77.56
28,28,28,31.9,0,7.6,110,10.5,27.5,78.92
28,28,28,32.7,0,11.2,110,10.5,50,83.79
28,28,28,31.9,0,11.2,100,10.5,27.5,78.92
28,28,28,31.9,0,11.2,110,10.5,27.5,78.92
27,27,27,30.6,0,9.4,30,10.5,89,88.84
26.5,26.5,26.5,,0.2,2.4,,10.3,38.3,92.23
,,,,0,,,,,
,,,,0,,,,,
26,26,26,,0,5.4,170,10.3,89.3,89.11
25,25,25,,0,5.4,210,8,50,94.19
25,25,25,,0,0,0,5,27.5,100
26,26,26,,0,3.6,150,6,60,93.31
28,28,28,32.7,0,1.8,,8,50,83.79
29,29,29,34.5,0,5.4,150,10.5,50,79.06
30.3,30.3,30.3,35.9,0,9.4,120,10.3,63.3,70.77
30,30,30,36.2,0,11.2,70,10.5,50,74.63
31,31,31,37.7,0,11.2,90,10.5,27.5,70.48
31.3,31.3,31.3,38,0,11.2,80,10.3,38.3,68.87
31,31,31,36.5,0,13,80,10.5,27.5,66.38
30,30,30,35.1,0,27.7,50,10.5,27.5,70.29
30.4,30.4,30.4,35.9,0,16.6,60,10.3,38.3,69.67
30,30,30,35.1,0,16.6,50,9,27.5,70.29
29,29,29,33.6,0,13,20,9,27.5,74.47
29,29,29,33.8,0,11.2,20,7,38.3,75.07
29,29,29,33.6,0,5.4,220,7,50,74.47
26,26,26,,0,13,150,5,50,94.23
26,26,26,,10,3.6,160,8,66.6,94.23
26,26,26,,0,1.8,170,6,27.5,100
27,27,27,31.2,0,3.6,,8,27.5,94.27
26.6,26.6,26.6,,0,0,0,8,48.3,94.26
,,,,0,,,,,
,,,,0,,,,,
26.7,26.7,26.7,,0.6,0,,6,90,89.88
,,,,0,,,,,
26,26,26,,0,3.6,140,8,50,94.23
27.1,27.1,27.1,31.3,0,0,0,8,60,92.44
28,28,28,31.9,0,5.4,200,8,27.5,78.92
29,29,29,34.5,0,5.4,140,10.5,27.5,79.06
29.5,29.5,29.5,35.8,0,7.6,140,10.3,63.3,77.89
30,30,30,36.2,0,7.6,110,10.5,27.5,74.63
31,31,31,36.5,0,9.4,70,10.5,27.5,66.38
31.2,31.2,31.2,35.4,0,16.6,320,10.3,48.3,60.67
30,30,30,34.1,0,25.9,20,10.5,50,66.18
31,31,31,36.5,0,16.6,20,10.5,27.5,66.38
31.5,31.5,31.5,37.4,0,14.8,40,10.3,38.3,64.91
30,30,30,35.1,0,18.4,40,10.5,27.5,70.29
29,29,29,33.6,0,11.2,60,10.5,27.5,74.47
29.2,29.2,29.2,34.4,0,7.6,50,10.3,38.3,75.55
29,29,29,33.6,0,0,0,10.5,27.5,74.47
28,28,28,31.9,0,9.4,210,8,27.5,78.92
27.2,27.2,27.2,30.6,0,1.2,110,8,48.3,84.54
,,,,0,,,,,
27,27,27,30.1,0,1.8,220,8,27.5,83.68
27,27,27,30.3,0,0,0,8,40,84.52
,,,,0,,,,,
27,27,27,30.6,0,0,0,8,0,88.84
27,27,27,30.5,0,0,0,8,45,89.19
27,27,27,30.1,0,3.6,230,8,27.5,83.68
26,26,26,,0,0,0,3,27.5,94.23
27.4,27.4,27.4,31.6,0,0,,10,90,88.86
29,29,29,34.5,0,5.4,160,10.5,27.5,79.06
29,29,29,34.5,0,5.4,120,10.5,27.5,79.06
30.4,30.4,30.4,37.1,0,7.6,60,10.3,63.3,73.53
31,31,31,39.1,0,7.6,,10.5,50,74.79
31,31,31,37.7,0,7.6,90,10.5,27.5,70.48
30.9,30.9,30.9,36.2,0,7.6,350,10.3,60,66.36
33,33,33,40.6,0,11.2,320,10.5,50,62.93
30,30,30,35.1,0,7.6,,10.5,50,70.29
30.5,30.5,30.5,36.5,0,14.8,60,8.7,45,70.25
30,30,30,35.1,0,13,50,8,50,70.29
26,26,26,,0,22.3,220,7,89,78.64
25.3,25.3,25.3,,0,9.4,290,8,63.3,86.94
,,,,0,,,,,
25,25,25,,0,11.2,260,10.5,50,88.68
25.4,25.4,25.4,,0,9.4,280,10,90,90.33
25,25,25,,0,11.2,280,10.5,27.5,88.68
25,25,25,,0,103.7,250,10.5,27.5,88.68
24.2,24.2,24.2,,0,7.6,260,10.3,31.7,88.08
,,,,0,,,,,
,,,,0,,,,,
24.4,24.4,24.4,,0,0,,10,30,91.36
,,,,0,,,,,
24,24,24,,0,3.6,260,10.5,27.5,94.15
26.7,26.7,26.7,29.1,0,0,0,10.3,45,80.83
29,29,29,32,0,3.6,,10.5,27.5,65.98
29,29,29,33.6,0,11.2,200,10.5,27.5,74.47
31,31,31,35.9,0,4.9,160,10.3,45,63.65
,,,,0,,,,,
,,,,0,,,,,
33,33,33,38,0,12.4,273,10.3,63.3,56.02
32,32,32,36.8,0,13,310,10.5,50,59.04
31,31,31,35.5,0,22.3,320,10.5,27.5,62.5
31,31,31,34.9,0,16.6,293,10.3,63.3,59.91
29,29,29,33.6,0,11.2,300,8,50,74.47
,,,,0,,,,,
28.2,28.2,28.2,33.2,3,10,230,9,48.3,83.48
26,26,26,,0,18.4,20,6,89,83.57
26,26,26,,0,3.6,350,7,89,88.76
27,27,27,30.6,0.5,1.2,,9,63.3,89.72
,,,,0,,,,,
,,,,0,,,,,
26.3,26.3,26.3,,0,7.6,213,9,45,92.76
26,26,26,,0,0,0,8,27.5,94.23
,,,,0,,,,,
25.4,25.4,25.4,,0,0,0,8,45,97.85
,,,,0,,,,,
25,25,25,,0,0,0,5,27.5,100
27.3,27.3,27.3,31.6,0,3.6,200,4,38.3,90.29
29,29,29,34.5,0,5.4,160,8,27.5,79.06
30,30,30,35.1,0,7.6,170,10.5,27.5,70.29
30.3,30.3,30.3,35.8,0,7.6,70,10.3,38.3,70.34
30,30,30,35.1,0,18.4,70,4,50,70.29
24,24,24,,0,13,340,5,50,100
27.6,27.6,27.6,31.2,71,9.4,360,8,63.3,81.59
,,,,0,,,,,
30,30,30,35.1,0,5.4,100,10.5,27.5,70.29
30.2,30.2,30.2,35.7,0,7.6,80,8,90,71.17
,,,,0,,,,,
25.1,25.1,25.1,,0,14.8,220,8,50,88.68
24.3,24.3,24.3,,0,9.4,227,3,92.7,98.02
25,25,25,,0,5.4,360,6,89,100
25,25,25,,0,0,0,7,50,100
25,25,25,,9,1.2,220,8,48.3,98.82
25,25,25,,0,0,0,8,27.5,100
25,25,25,,0,7.6,270,10.5,27.5,94.19
24.9,24.9,24.9,,0,6.2,263,5,48.3,94.56
,,,,0,,,,,
,,,,0,,,,,
24.2,24.2,24.2,,0,1.2,310,6,48.3,98.02
24,24,24,,0,0,0,6,27.5,100
24,24,24,,0,3.6,260,3,27.5,100
26,26,26,,0,7.6,240,3,20,92.38
27,27,27,30.1,0,5.4,250,6,0,83.68
30,30,30,33.3,0,1.8,220,10,0,62.28
30,30,30,33.8,0,7.6,140,10.3,28.3,64.08
31,31,31,34.6,0,7.6,100,10.5,27.5,58.81
31,31,31,36.5,0,13,70,10.5,27.5,66.38
32.1,32.1,32.1,37.6,0,16.6,50,10,40,61.23
32,32,32,36.8,0,11.2,50,10.5,27.5,59.04
,,,,0,,,,,
30.3,30.3,30.3,35,0,11.2,140,10.3,31.7,66.91
29,29,29,32.7,0,11.2,150,10.5,50,70.11
29,29,29,32.7,0,13,180,10.5,50,70.11
28.8,28.8,28.8,33.5,0,1.8,170,10.3,63.3,76.69
28,28,28,31.9,0,1.8,,10.5,50,78.92
28,28,28,31.9,0,1.8,,10.5,50,78.92
28,28,28,32,0,0,0,10.3,63.3,80.18
27,27,27,30.1,0,1.8,260,10.5,50,83.68
27,27,27,30.6,0,5.4,230,10.5,50,88.84
26.3,26.3,26.3,,0,5.4,300,10.3,63.3,92.03
,,,,0,,,,,
26,26,26,,0,3.6,310,8,27.5,94.23
26.1,26.1,26.1,,0,0,0,4,48.3,92.94
26,26,26,,0,1.8,250,4,27.5,94.23
,,,,0,,,,,
26,26,26,,0,0,0,4.7,45,93.3
28,28,28,31.9,0,0,0,3,27.5,78.92
31,31,31,36.5,0,3.6,,4,27.5,66.38
31.3,31.3,31.3,39.2,0,11.2,80,4,45,72.1
,,,,0,,,,,
29,29,29,34.5,0,13,290,6,27.5,79.06
32,32,32,37.6,0,5.4,270,6,45,61.48
